policy_state,policy_csl,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,auto_make,auto_model,fraud_reported
IN,250/500,MALE,High School,exec-managerial,bungie-jumping,other-relative,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,WV,Northbend,4939 Oak Lane,3,YES,1,3,YES,Audi,A5,N
OH,100/300,MALE,PhD,armed-forces,sleeping,not-in-family,Single Vehicle Collision,Side Collision,Major Damage,Police,SC,Riverwood,3100 Best St,1,NO,2,3,NO,Saab,92x,N
IL,250/500,FEMALE,PhD,handlers-cleaners,skydiving,own-child,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,Riverwood,3029 5th Ave,1,YES,2,2,NO,BMW,X6,N
IL,250/500,FEMALE,High School,tech-support,movies,other-relative,Single Vehicle Collision,Front Collision,Major Damage,Police,WV,Columbus,8941 Solo Ridge,1,NO,0,2,NO,BMW,X6,Y
IN,250/500,MALE,JD,prof-specialty,paintball,husband,Parked Car,Rear Collision,Minor Damage,Police,WV,Northbrook,4447 Francis Hwy,1,YES,1,1,NO,Jeep,Grand Cherokee,N
OH,250/500,MALE,PhD,machine-op-inspct,kayaking,husband,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,WV,Northbrook,7701 Tree St,3,NO,2,0,YES,Ford,Escape,N
OH,100/300,FEMALE,High School,protective-serv,reading,husband,Multi-vehicle Collision,Rear Collision,Total Loss,Other,WV,Springfield,4653 Pine St,3,NO,0,0,YES,Audi,A3,N
OH,250/500,FEMALE,Masters,farming-fishing,movies,wife,Vehicle Theft,Rear Collision,Trivial Damage,Police,WV,Riverwood,8742 4th St,1,NO,2,1,NO,Honda,Accord,N
OH,250/500,MALE,College,transport-moving,kayaking,unmarried,Single Vehicle Collision,Rear Collision,Total Loss,Police,WV,Hillsdale,7316 Texas Ave,1,NO,2,1,YES,Volkswagen,Jetta,N
OH,250/500,FEMALE,Associate,tech-support,sleeping,unmarried,Single Vehicle Collision,Rear Collision,Major Damage,Other,VA,Arlington,2950 MLK Ave,1,NO,2,3,NO,Nissan,Maxima,N
IN,500/1000,FEMALE,Associate,other-service,reading,husband,Vehicle Theft,Rear Collision,Trivial Damage,Police,SC,Springfield,8233 Tree Drive,1,YES,1,0,NO,Mercedes,E400,N
OH,250/500,FEMALE,Masters,transport-moving,video-games,husband,Multi-vehicle Collision,Front Collision,Total Loss,Police,VA,Arlington,4642 Rock Ridge,3,YES,2,2,NO,Saab,95,Y
IL,250/500,FEMALE,MD,tech-support,paintball,husband,Multi-vehicle Collision,Front Collision,Major Damage,Other,WV,Arlington,7733 Britain Lane,2,NO,2,1,NO,BMW,M5,Y
OH,250/500,FEMALE,Associate,exec-managerial,base-jumping,other-relative,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,NY,Hillsdale,2753 Cherokee Ave,4,NO,2,1,NO,Mercedes,E400,Y
IL,500/1000,MALE,High School,tech-support,camping,wife,Parked Car,Rear Collision,Minor Damage,None,NY,Springfield,3995 Lincoln Hwy,1,YES,1,3,NO,Volkswagen,Passat,N
IL,250/500,MALE,High School,sales,cross-fit,unmarried,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,Columbus,4095 MLK St,3,NO,1,1,NO,Mercedes,ML350,Y
IL,500/1000,FEMALE,Masters,machine-op-inspct,exercise,own-child,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,NY,Northbend,5782 Rock Drive,3,YES,1,3,NO,Chevrolet,Malibu,Y
IN,250/500,FEMALE,JD,tech-support,cross-fit,unmarried,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,Columbus,2900 Sky Drive,1,YES,0,0,NO,Accura,MDX,Y
IN,500/1000,FEMALE,Masters,handlers-cleaners,movies,not-in-family,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Riverwood,1515 Pine Lane,1,YES,2,3,YES,Nissan,Ultima,N
OH,100/300,FEMALE,High School,farming-fishing,chess,husband,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NY,Arlington,4876 Washington Drive,1,YES,0,2,NO,Ford,Escape,Y
OH,100/300,FEMALE,MD,priv-house-serv,video-games,husband,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,Hillsdale,5779 2nd Lane,3,NO,1,3,NO,Dodge,RAM,Y
OH,100/300,MALE,College,handlers-cleaners,chess,husband,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,SC,Columbus,6706 Francis Drive,1,NO,1,2,NO,Volkswagen,Jetta,Y
IN,500/1000,MALE,Associate,other-service,exercise,other-relative,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,NC,Springfield,6384 5th Ridge,1,NO,1,0,NO,Ford,F150,Y
IL,250/500,MALE,JD,protective-serv,base-jumping,own-child,Parked Car,Rear Collision,Minor Damage,None,SC,Riverwood,3006 Lincoln Ridge,1,NO,2,1,NO,Jeep,Wrangler,N
OH,250/500,FEMALE,MD,protective-serv,chess,own-child,Multi-vehicle Collision,Side Collision,Major Damage,Other,PA,Hillsdale,5352 Lincoln Drive,3,NO,1,3,NO,Saab,92x,Y
OH,500/1000,MALE,High School,transport-moving,reading,own-child,Single Vehicle Collision,Rear Collision,Major Damage,Fire,NC,Riverwood,6110 Rock Ridge,1,NO,2,1,NO,Chevrolet,Tahoe,Y
IL,500/1000,FEMALE,Masters,handlers-cleaners,paintball,wife,Single Vehicle Collision,Front Collision,Major Damage,Fire,SC,Columbus,7797 Tree Ridge,1,YES,0,2,NO,Mercedes,E400,N
IN,250/500,MALE,College,prof-specialty,hiking,other-relative,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,NC,Springfield,4910 1st Lane,3,YES,2,3,YES,Chevrolet,Silverado,Y
OH,100/300,MALE,MD,prof-specialty,basketball,wife,Single Vehicle Collision,Front Collision,Total Loss,Other,NY,Columbus,8766 Lincoln Lane,1,NO,2,2,YES,Dodge,Neon,N
OH,500/1000,MALE,Masters,priv-house-serv,golf,other-relative,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,WV,Northbrook,6399 Oak Drive,3,NO,0,3,YES,Accura,TL,N
OH,250/500,FEMALE,Masters,exec-managerial,exercise,husband,Single Vehicle Collision,Front Collision,Minor Damage,Other,NY,Northbend,3127 Flute St,1,YES,0,0,YES,Audi,A3,N
IN,250/500,MALE,Associate,prof-specialty,golf,own-child,Vehicle Theft,Front Collision,Trivial Damage,Police,PA,Northbend,8920 Best Ave,1,NO,1,0,YES,Volkswagen,Jetta,N
IN,500/1000,MALE,Associate,craft-repair,dancing,own-child,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,SC,Northbrook,7314 Tree Drive,1,YES,0,0,NO,Dodge,RAM,N
OH,100/300,MALE,Masters,sales,kayaking,other-relative,Parked Car,Rear Collision,Trivial Damage,None,NY,Riverwood,8872 Oak Ridge,1,NO,1,3,YES,Dodge,RAM,N
OH,100/300,FEMALE,Associate,handlers-cleaners,polo,unmarried,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,WV,Riverwood,5022 1st St,1,YES,2,1,NO,Suburu,Forrestor,Y
OH,500/1000,MALE,Associate,prof-specialty,base-jumping,other-relative,Parked Car,Rear Collision,Minor Damage,Police,OH,Columbus,3423 Francis Ave,1,NO,2,3,NO,Accura,MDX,N
IL,250/500,MALE,PhD,prof-specialty,kayaking,other-relative,Multi-vehicle Collision,Side Collision,Total Loss,Fire,WV,Columbus,9529 4th Drive,3,NO,0,0,YES,Chevrolet,Tahoe,N
OH,250/500,FEMALE,College,tech-support,movies,own-child,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,VA,Northbrook,1818 Tree St,3,NO,2,0,YES,Dodge,Neon,N
OH,250/500,MALE,PhD,adm-clerical,sleeping,unmarried,Parked Car,Rear Collision,Minor Damage,None,NC,Northbend,4431 Rock St,1,NO,1,3,YES,Chevrolet,Tahoe,N
IN,500/1000,MALE,JD,farming-fishing,polo,not-in-family,Single Vehicle Collision,Rear Collision,Major Damage,Police,SC,Northbend,4782 Sky Lane,1,YES,0,1,YES,Suburu,Legacy,Y
IL,250/500,FEMALE,College,protective-serv,cross-fit,other-relative,Single Vehicle Collision,Side Collision,Major Damage,Fire,VA,Northbrook,7112 Weaver Ave,1,NO,2,3,NO,Chevrolet,Silverado,Y
IN,100/300,FEMALE,College,farming-fishing,camping,own-child,Single Vehicle Collision,Front Collision,Major Damage,Fire,WV,Hillsdale,4020 Best Drive,1,NO,1,0,YES,Suburu,Legacy,Y
IN,250/500,FEMALE,MD,prof-specialty,camping,husband,Single Vehicle Collision,Side Collision,Major Damage,Police,SC,Riverwood,2037 5th Drive,1,NO,0,0,NO,Suburu,Forrestor,N
IN,100/300,FEMALE,High School,transport-moving,polo,other-relative,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,VA,Northbrook,4699 Texas Ridge,1,NO,2,2,YES,Toyota,Highlander,N
OH,250/500,FEMALE,Associate,prof-specialty,bungie-jumping,husband,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,SC,Riverwood,1832 Elm Hwy,1,YES,2,3,NO,Saab,92x,N
IN,250/500,FEMALE,PhD,craft-repair,skydiving,wife,Single Vehicle Collision,Rear Collision,Total Loss,Fire,WV,Columbus,5226 Maple St,1,NO,0,1,NO,Dodge,RAM,N
IN,250/500,MALE,JD,adm-clerical,basketball,husband,Single Vehicle Collision,Side Collision,Minor Damage,Fire,NY,Hillsdale,3771 4th St,1,NO,2,1,NO,Accura,RSX,N
IL,100/300,FEMALE,MD,exec-managerial,exercise,unmarried,Multi-vehicle Collision,Front Collision,Total Loss,Fire,WV,Northbend,8701 5th Lane,3,NO,1,1,NO,Jeep,Wrangler,N
OH,100/300,MALE,JD,other-service,dancing,unmarried,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,Hillsdale,7574 4th St,3,NO,2,1,NO,Volkswagen,Jetta,N
IL,500/1000,FEMALE,High School,exec-managerial,exercise,husband,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,NC,Riverwood,1989 Solo Lane,3,NO,2,3,YES,Nissan,Pathfinder,N
OH,500/1000,FEMALE,College,prof-specialty,kayaking,own-child,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,Springfield,6331 MLK Ave,1,NO,0,0,YES,Honda,Civic,N
IN,100/300,MALE,Associate,sales,camping,not-in-family,Vehicle Theft,Front Collision,Minor Damage,None,WV,Riverwood,8453 Elm St,1,YES,0,3,NO,Chevrolet,Malibu,N
IN,250/500,FEMALE,MD,craft-repair,reading,husband,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,WV,Riverwood,1422 Flute Ave,3,NO,1,3,NO,Suburu,Legacy,N
OH,250/500,MALE,College,adm-clerical,golf,not-in-family,Single Vehicle Collision,Rear Collision,Minor Damage,Other,NC,Columbus,5058 4th Lane,1,NO,1,2,NO,BMW,X5,N
IN,250/500,MALE,PhD,machine-op-inspct,board-games,not-in-family,Multi-vehicle Collision,Side Collision,Major Damage,Other,WV,Springfield,3098 Oak Lane,3,NO,2,1,YES,Volkswagen,Passat,Y
IN,500/1000,MALE,PhD,exec-managerial,hiking,husband,Multi-vehicle Collision,Front Collision,Major Damage,Other,SC,Arlington,9103 MLK Lane,3,YES,2,2,YES,Toyota,Highlander,Y
IN,250/500,MALE,MD,sales,yachting,own-child,Multi-vehicle Collision,Rear Collision,Major Damage,Other,SC,Arlington,8624 Francis Ave,4,NO,0,2,NO,Dodge,RAM,Y
IL,100/300,MALE,Masters,exec-managerial,reading,unmarried,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,NC,Riverwood,2905 Embaracadero Drive,3,NO,2,3,NO,Mercedes,C300,Y
OH,250/500,FEMALE,PhD,armed-forces,bungie-jumping,not-in-family,Multi-vehicle Collision,Side Collision,Total Loss,Fire,WV,Springfield,3443 Maple Ridge,3,YES,0,3,NO,Audi,A3,N
IL,500/1000,FEMALE,MD,sales,skydiving,own-child,Multi-vehicle Collision,Side Collision,Total Loss,Fire,WV,Northbend,1618 Maple Hwy,3,NO,1,1,YES,Dodge,RAM,N
IL,100/300,FEMALE,College,machine-op-inspct,cross-fit,husband,Multi-vehicle Collision,Side Collision,Major Damage,Fire,NY,Northbrook,3751 Tree Hwy,3,YES,0,3,NO,Jeep,Wrangler,N
IL,100/300,FEMALE,MD,tech-support,kayaking,wife,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,SC,Northbrook,6848 Elm Hwy,1,NO,0,1,NO,Ford,F150,N
OH,500/1000,FEMALE,Associate,priv-house-serv,movies,not-in-family,Vehicle Theft,Rear Collision,Minor Damage,Police,WV,Northbrook,4237 4th St,1,NO,2,1,NO,Mercedes,E400,N
IL,100/300,FEMALE,PhD,handlers-cleaners,movies,not-in-family,Single Vehicle Collision,Side Collision,Minor Damage,Fire,NY,Columbus,6581 Rock Ridge,1,NO,0,0,YES,Accura,TL,N
IL,250/500,MALE,PhD,machine-op-inspct,golf,unmarried,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,NC,Northbend,7236 Apache Lane,4,YES,0,2,NO,Chevrolet,Tahoe,N
IN,100/300,MALE,JD,sales,movies,not-in-family,Multi-vehicle Collision,Rear Collision,Total Loss,Other,NY,Columbus,3846 4th Hwy,3,NO,1,1,YES,Mercedes,E400,N
IN,100/300,FEMALE,MD,protective-serv,hiking,unmarried,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,VA,Springfield,5028 Maple Ridge,3,YES,2,0,NO,Nissan,Maxima,N
IL,100/300,MALE,High School,machine-op-inspct,cross-fit,wife,Multi-vehicle Collision,Side Collision,Major Damage,Police,WV,Springfield,7426 Rock Drive,3,NO,0,0,NO,Dodge,Neon,N
IL,500/1000,MALE,Masters,prof-specialty,yachting,husband,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Columbus,5771 Best St,1,NO,2,3,YES,Jeep,Wrangler,N
OH,250/500,MALE,College,machine-op-inspct,basketball,unmarried,Single Vehicle Collision,Rear Collision,Total Loss,Fire,SC,Springfield,9818 Cherokee Ave,1,YES,2,3,NO,Accura,MDX,N
IN,250/500,MALE,High School,prof-specialty,bungie-jumping,wife,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,VA,Arlington,7819 2nd Ave,1,NO,0,2,NO,Saab,93,N
OH,250/500,FEMALE,Associate,protective-serv,hiking,not-in-family,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Northbrook,1331 Elm Ridge,1,NO,0,3,NO,Nissan,Maxima,N
OH,250/500,FEMALE,Masters,armed-forces,kayaking,unmarried,Multi-vehicle Collision,Side Collision,Minor Damage,Other,NY,Hillsdale,9240 Britain Ave,3,NO,2,1,NO,Nissan,Maxima,N
IL,100/300,MALE,College,protective-serv,paintball,wife,Multi-vehicle Collision,Rear Collision,Major Damage,Police,SC,Arlington,6668 Andromedia Ridge,3,YES,0,3,NO,Jeep,Wrangler,Y
IL,100/300,MALE,PhD,craft-repair,basketball,wife,Multi-vehicle Collision,Rear Collision,Major Damage,Other,NY,Columbus,5276 2nd Lane,3,NO,2,1,NO,Jeep,Wrangler,Y
IN,500/1000,FEMALE,College,adm-clerical,paintball,wife,Multi-vehicle Collision,Front Collision,Major Damage,Fire,SC,Arlington,2889 Weaver St,3,NO,0,2,YES,Volkswagen,Passat,Y
IN,500/1000,FEMALE,High School,handlers-cleaners,basketball,husband,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Arlington,1879 4th Lane,3,YES,1,3,NO,Mercedes,C300,N
OH,100/300,FEMALE,JD,adm-clerical,hiking,own-child,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,Columbus,5499 Elm Hwy,1,NO,2,0,YES,Suburu,Forrestor,N
IL,500/1000,FEMALE,JD,prof-specialty,sleeping,other-relative,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,VA,Riverwood,8822 Sky St,3,YES,2,1,NO,Suburu,Impreza,N
IL,100/300,FEMALE,MD,transport-moving,movies,husband,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Columbus,4254 Best Ridge,3,YES,0,0,NO,Jeep,Wrangler,N
IL,100/300,FEMALE,High School,adm-clerical,reading,unmarried,Single Vehicle Collision,Rear Collision,Minor Damage,Other,VA,Springfield,5812 Weaver Ave,1,YES,2,0,YES,Suburu,Forrestor,N
IL,100/300,MALE,JD,armed-forces,movies,other-relative,Multi-vehicle Collision,Side Collision,Total Loss,Police,SC,Northbrook,7155 Apache Drive,3,NO,2,1,YES,Audi,A5,N
IL,250/500,FEMALE,JD,prof-specialty,video-games,own-child,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,WV,Northbrook,1376 Pine St,3,NO,1,0,NO,Volkswagen,Jetta,N
IN,100/300,MALE,PhD,transport-moving,polo,husband,Single Vehicle Collision,Side Collision,Minor Damage,Fire,VA,Northbrook,3340 3rd Hwy,1,NO,1,1,NO,Chevrolet,Silverado,N
OH,500/1000,FEMALE,MD,tech-support,hiking,own-child,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,NY,Northbend,3097 4th Drive,1,NO,1,3,YES,Toyota,Highlander,N
IN,250/500,FEMALE,College,farming-fishing,paintball,own-child,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Northbrook,1916 Elm St,3,YES,0,1,YES,Saab,93,N
IL,250/500,MALE,High School,machine-op-inspct,yachting,husband,Multi-vehicle Collision,Side Collision,Minor Damage,Police,WV,Arlington,8917 Cherokee Lane,4,NO,1,0,YES,Toyota,Camry,N
IN,100/300,FEMALE,MD,tech-support,kayaking,not-in-family,Parked Car,Rear Collision,Trivial Damage,Police,WV,Northbrook,8492 Weaver Hwy,1,YES,1,2,NO,Audi,A3,N
IN,100/300,FEMALE,High School,protective-serv,bungie-jumping,other-relative,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,Columbus,3753 Francis Lane,1,NO,2,1,NO,Volkswagen,Passat,N
IN,100/300,FEMALE,JD,sales,skydiving,own-child,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NC,Springfield,4545 4th Ridge,3,NO,0,0,YES,Dodge,Neon,N
IL,100/300,MALE,PhD,priv-house-serv,exercise,not-in-family,Multi-vehicle Collision,Front Collision,Total Loss,Police,WV,Springfield,2272 Embaracadero Drive,3,YES,2,2,YES,Volkswagen,Jetta,N
IN,500/1000,FEMALE,High School,tech-support,skydiving,wife,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NC,Hillsdale,5341 5th Ave,3,NO,2,1,NO,Nissan,Ultima,N
IN,250/500,FEMALE,Masters,handlers-cleaners,dancing,not-in-family,Single Vehicle Collision,Front Collision,Total Loss,Fire,WV,Hillsdale,7745 Washington Ridge,1,NO,1,2,YES,Suburu,Legacy,N
IN,100/300,FEMALE,MD,armed-forces,video-games,other-relative,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,NC,Riverwood,1275 4th Ridge,1,NO,0,3,NO,Dodge,RAM,N
OH,500/1000,FEMALE,Associate,tech-support,board-games,other-relative,Vehicle Theft,Rear Collision,Minor Damage,None,NY,Springfield,4857 Weaver St,1,NO,0,1,NO,Chevrolet,Malibu,N
IL,250/500,MALE,PhD,other-service,bungie-jumping,husband,Parked Car,Rear Collision,Trivial Damage,None,NY,Hillsdale,8211 Sky Hwy,1,NO,0,1,NO,Nissan,Ultima,N
IL,500/1000,FEMALE,MD,machine-op-inspct,chess,wife,Multi-vehicle Collision,Front Collision,Total Loss,Police,WV,Columbus,8617 Best Ave,3,NO,0,0,YES,BMW,X5,Y
IN,100/300,MALE,Associate,machine-op-inspct,cross-fit,husband,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Columbus,9856 Apache St,3,YES,2,1,NO,Ford,Fusion,Y
IL,500/1000,MALE,College,priv-house-serv,dancing,unmarried,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,NY,Northbend,1951 Best Ave,4,YES,0,0,NO,Toyota,Camry,N
IN,500/1000,MALE,College,adm-clerical,board-games,husband,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,SC,Riverwood,1824 5th Lane,3,NO,1,2,NO,Dodge,Neon,N
IL,250/500,FEMALE,College,tech-support,hiking,wife,Single Vehicle Collision,Front Collision,Major Damage,Fire,OH,Springfield,7393 Washington St,1,YES,2,1,YES,Honda,Civic,Y
IN,100/300,FEMALE,JD,sales,reading,not-in-family,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,VA,Arlington,1386 Britain St,1,NO,0,0,YES,Volkswagen,Passat,N
OH,250/500,MALE,Masters,tech-support,paintball,other-relative,Parked Car,Rear Collision,Trivial Damage,None,SC,Northbrook,7928 Maple Ridge,1,YES,2,1,YES,Nissan,Pathfinder,N
IL,500/1000,FEMALE,Associate,prof-specialty,cross-fit,husband,Single Vehicle Collision,Rear Collision,Total Loss,Other,NY,Northbend,1546 Cherokee Ave,1,YES,0,2,NO,BMW,X6,Y
OH,100/300,MALE,High School,armed-forces,exercise,husband,Multi-vehicle Collision,Rear Collision,Total Loss,Police,VA,Riverwood,2003 2nd Hwy,3,YES,0,3,NO,Suburu,Legacy,N
IN,100/300,FEMALE,Masters,farming-fishing,kayaking,wife,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,NY,Columbus,9418 5th Hwy,1,YES,0,1,NO,Toyota,Camry,N
IL,250/500,MALE,College,transport-moving,hiking,not-in-family,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,WV,Northbrook,8770 1st Lane,3,NO,2,0,NO,Saab,95,N
IN,250/500,MALE,MD,adm-clerical,movies,unmarried,Multi-vehicle Collision,Side Collision,Total Loss,Fire,WV,Columbus,1087 Flute Drive,3,NO,0,3,YES,Jeep,Grand Cherokee,N
IN,100/300,MALE,Masters,machine-op-inspct,reading,own-child,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,NY,Hillsdale,2217 Tree Lane,1,NO,2,3,NO,Mercedes,E400,Y
OH,250/500,FEMALE,PhD,craft-repair,paintball,not-in-family,Single Vehicle Collision,Side Collision,Minor Damage,Fire,NC,Northbrook,6741 Oak Ridge,1,YES,0,1,YES,Toyota,Corolla,N
OH,250/500,FEMALE,High School,armed-forces,yachting,unmarried,Single Vehicle Collision,Side Collision,Major Damage,Fire,NY,Northbrook,2123 MLK Ridge,1,NO,2,0,NO,Toyota,Camry,N
IN,500/1000,FEMALE,MD,armed-forces,dancing,own-child,Parked Car,Front Collision,Trivial Damage,None,VA,Hillsdale,4390 4th Drive,1,YES,0,1,YES,Audi,A3,N
IL,250/500,MALE,College,transport-moving,video-games,unmarried,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Arlington,1437 3rd Lane,1,YES,0,3,NO,Accura,MDX,N
IN,250/500,FEMALE,JD,armed-forces,kayaking,not-in-family,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,Riverwood,1186 Rock St,3,NO,2,0,YES,Chevrolet,Tahoe,N
IN,250/500,FEMALE,College,prof-specialty,basketball,other-relative,Single Vehicle Collision,Front Collision,Total Loss,Police,NY,Arlington,4394 Oak St,1,NO,2,2,NO,Chevrolet,Malibu,N
IN,250/500,FEMALE,Masters,machine-op-inspct,chess,not-in-family,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NC,Arlington,8368 Cherokee Ave,1,YES,1,0,YES,Volkswagen,Jetta,Y
OH,250/500,MALE,MD,craft-repair,base-jumping,unmarried,Parked Car,Rear Collision,Trivial Damage,None,WV,Arlington,4905 Best Lane,1,YES,2,3,YES,Toyota,Camry,N
IN,500/1000,MALE,Masters,machine-op-inspct,kayaking,own-child,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Hillsdale,3618 Sky Ave,1,NO,0,1,NO,Saab,95,N
IN,250/500,MALE,College,prof-specialty,dancing,wife,Single Vehicle Collision,Side Collision,Major Damage,Fire,SC,Arlington,5459 MLK Ave,1,YES,0,1,YES,Nissan,Pathfinder,N
IN,250/500,FEMALE,JD,protective-serv,dancing,unmarried,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,NY,Springfield,1371 Texas Lane,3,NO,2,3,NO,Audi,A3,N
IL,250/500,FEMALE,JD,protective-serv,base-jumping,other-relative,Single Vehicle Collision,Side Collision,Total Loss,Fire,NC,Northbend,2654 Embaracadero St,1,NO,1,2,NO,Audi,A3,N
IN,250/500,MALE,Associate,other-service,bungie-jumping,husband,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,VA,Northbend,2123 Texas Ave,1,NO,2,3,NO,Saab,93,Y
IL,500/1000,FEMALE,PhD,handlers-cleaners,kayaking,own-child,Multi-vehicle Collision,Side Collision,Total Loss,Other,NY,Northbend,4538 Flute Hwy,3,NO,0,2,YES,Ford,Fusion,N
OH,250/500,FEMALE,Masters,protective-serv,dancing,husband,Vehicle Theft,Front Collision,Minor Damage,None,WV,Arlington,4434 Weaver St,1,NO,0,3,YES,Chevrolet,Malibu,N
IN,250/500,FEMALE,Masters,transport-moving,cross-fit,not-in-family,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,VA,Hillsdale,2798 1st Ave,1,NO,2,0,YES,Accura,MDX,Y
OH,500/1000,FEMALE,MD,prof-specialty,video-games,husband,Vehicle Theft,Rear Collision,Minor Damage,None,WV,Springfield,2809 Francis Lane,1,NO,1,2,NO,Accura,MDX,N
IL,500/1000,FEMALE,Masters,tech-support,dancing,own-child,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,VA,Riverwood,7281 Oak St,3,NO,0,1,YES,Nissan,Maxima,N
IN,250/500,FEMALE,PhD,craft-repair,camping,unmarried,Single Vehicle Collision,Rear Collision,Total Loss,Police,SC,Arlington,9878 Washington Ave,1,NO,0,1,NO,Volkswagen,Passat,N
IL,100/300,FEMALE,College,adm-clerical,bungie-jumping,wife,Multi-vehicle Collision,Side Collision,Minor Damage,Other,SC,Columbus,2537 5th Ave,4,NO,0,0,NO,Nissan,Pathfinder,N
IN,100/300,MALE,High School,exec-managerial,paintball,husband,Single Vehicle Collision,Rear Collision,Major Damage,Other,SC,Columbus,8493 Apache Drive,1,NO,1,1,NO,Ford,Fusion,Y
IL,250/500,MALE,College,prof-specialty,paintball,wife,Vehicle Theft,Rear Collision,Trivial Damage,Police,WV,Northbend,2878 Britain Hwy,1,YES,2,0,NO,Chevrolet,Malibu,N
IN,250/500,MALE,High School,prof-specialty,camping,husband,Single Vehicle Collision,Side Collision,Minor Damage,Other,SC,Columbus,2862 Tree Ridge,1,YES,0,3,NO,Dodge,RAM,N
IL,250/500,MALE,High School,other-service,basketball,own-child,Vehicle Theft,Rear Collision,Trivial Damage,None,VA,Hillsdale,4453 Best Ave,1,NO,0,0,NO,Audi,A5,N
IN,500/1000,FEMALE,PhD,machine-op-inspct,polo,not-in-family,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,NY,Arlington,5191 4th St,3,NO,0,0,NO,Nissan,Pathfinder,N
OH,250/500,MALE,JD,craft-repair,camping,not-in-family,Single Vehicle Collision,Front Collision,Minor Damage,Police,WV,Northbend,1364 Best St,1,NO,2,3,YES,Honda,Civic,N
OH,500/1000,FEMALE,PhD,prof-specialty,basketball,not-in-family,Single Vehicle Collision,Front Collision,Major Damage,Police,NC,Northbrook,8946 2nd Drive,1,NO,2,2,YES,Volkswagen,Jetta,Y
IN,250/500,FEMALE,MD,craft-repair,kayaking,not-in-family,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,PA,Riverwood,3726 MLK Hwy,1,YES,1,1,NO,Ford,F150,N
